Title,Ingredients,Steps
Sayur bening BATA JAWO(bayem tahu jagung wortel),1 ikat bayam petik daunnya--1 buah jagung muda pipil--1/2 bh tahu putih iris dadu--1 bh wortel iris tipis--2 siung bwg merah--2 lembar daun salam--secukupnya Gula--secukupnya Garam--secukupnya Air--Penyedap(optional)--,"Siapkan bahannya cuci bersih.iris tipis bawang merah.goreng tahu sebentar.--Siapkan panci.masukkan bawang merah,air,wortel,jagung dan daun salam.tunggu sampai mendidih serta wortel dan jagung empuk--Setelah empuk masukan garam,gula dan penyedap koreksi rasa--Masukan tahu goreng dan bayam.masak sampai mendidih saja jangan sampai bayam overcook.angkat dan sajikan.--"
Tahu balado aku,"Tahu kuning 10 (potong dadu)--Minyak--Sasa--Royco--Gula--Garam--""Untuk pemakaian sasa n Royco sebaik nya jangan terlalu banyak.--Salam--Bumbu2 :--10 Cabe keriting--5 Cabe rawit--10 Bawang merah--4 Bawang putih--1 Tomat--",Goreng tahu--Halus kan semua bumbu...kemudian tumis sampai matang...masukan garam sasa gula dan salam--Kemudian masukan tahu..aduk sampai rata dan bumbu meresap--Setelah itu matikan kompor...jadi deh tahu balado nya--
Sop Tahu Sederhana,Bahan isian:--3 bh tahu putih potong dadu--secukupnya Kol--secukupnya Wortel--2 bh sosis ayam potong² serong--3 sdm makaroni rebus--Seledri--Daun bawang--Bumbu halus:--secukupnya Merica--3 siung bawang putih--2 siung bawang merah--Gula--Garam--Kaldu ayam bubuk--Bumbu sop²n:--2 bh kapulaga--1 bh cengkeh--secukupnya Kayumanis--1 bh bunga lawang--Pelengkap:--1 butir telur rebus diiris tipis--sesuai selera Cabe rawit utuh--Jeruk--Bawang goreng--,"Tumis bumbu halus dalam minyak panas secukupnya... Masukan wortel, sosis, tahu dan makaroni.. Kemudian angkat.--Panaskan panci berisi air secukupnya. Kemudian masukan tumisan bumbu dan sayur tadi.. Masak hingga mendidih.--Jika sudah mendidih tambahkan kol beserta rawit. Lalu matikan api, masukan seledri dan daun bawang. Tambahkan gula garam beserta kaldu ayam.--Lalu...sajikan..dg nasi hangat jgn lupa pelengkapnyaaa yaaaa...--"
"Tumis sawi, tahu cambah,","Sawi putih 6lebar--Cambah, tahu putih--Tomat, bawang merah,putih cabe, sereh,--Bumbu halus kemiri 3butir,jahe 4 iris, kencur 3 iris, air,--","Potong tahu putih kotak2, trus di goreng seteh mateng,--Sawi putih potong, bawang putih merah, cabe, di iris, tomat,iris,sereh di keprok,--Tumis bawang putih sudah di iris berseta sereh, udah harum masuk kan bumbu yg di halus kan, tumis hinga harum, masukan air secukup nya--Masuk kan sawi putih, cambah, udah agak mpuk sayur baru masuk kan tahu,, sama tomat,,----"
"Tumis kacang panjang,udang,tahu",1 ikat kacang panjang (saya beli 1000)--1 kotak tahu--1/4 kg udang--Bumbu halus :--2 cabai merah besar--15 cabai merah kecil (klo tdak suka pedas bisa dikurangi)--5 bawang merah--3 bawang putih--2 butir kemiri--1 buat tomat--2 sdm saori saus teriyaki--secukupnya Garam--secukupnya Gula--secukupnya Penyedap rasa--,"Cuci bersih udang, buang kepala.--Potong tahu kotak2 kecil, lalu goreng setengah matang.--Rebus kacang setengah matang.--Panaskan minyak, tumis bumbu yang sudah dihaluskan hingga harum, tambahkan sedikit air.--Kemudian beri garam,gula,penyedap.saus teriyaki.Test rasa.--Masukkan kacang, aduk rata. Kemudian masukkan tahu,terakhir masukkan udang. Aduk2 sampai rata.--Biarkan sampai air menyusut dan bumbu meresap.--Tumis kacang,udang,tahu siap dihidangkan.--"
Tahu Crispy Cabe Garam,"2 bh Tahu, potong dadu agak besar--Tepung Bumbu Serbaguna--1 bonggol Bawang Putih, cincang--5 bh Cabe Rawit, potong2 (bs ditambah/dikurangi)--1 batang Bawang prei, iris serong--secukupnya Garam+Merica+Kaldu ayam bubuk (optional)--1-2 sdm Butter/Margarin--","Balur tahu dg tepung bumbu, goreng sampe matang, sisihkan--Tumis bawang putih (sisakan ±1sdm) pakai butter sampai garing kecokelatan, tiriskan. Api kecil sj, hati2 gosong--Tumis sisa bawang putih sampe wangi, masuk cabe potong, tumis sebentar--Beri garam+merica+penyedap, masukkan tahu goreng, aduk rata--Matikan api, masuk bawang prei, aduk sebentar--"
Perkedel Tahu,10 buah tahu sutra--2 butir telur--3 siung bawang merah--2 siung bawang putih--secukupnya ketumbar bubuk--secukupnya daun bawang--secukupnya garam--,"Haluskan tahu sutra--Iris halus bamer, baput, dan daun bawang--Masukan telur, garam, ketumbar bubuk. koreksi rasa--Goreng hingga matang warna kecoklatan--Siap disajikan dengan nasi hangat--"
Tahu kuah kuning simple,"6 potoh tahu (belah 2)--2 daun salam--Garam, gula, penyedap rasa secukup nya--Bumbu halus :--6 buah bawang merah--3 buah bawang putih--5 Cabe merah--2 buah kemiri--secukupnya Kunyit, kencur--1/2 Tomat--","Potong2 tahu, kemudian cuci.--Tumis bumbu yang telah dihaluskan, jika sudah harum masukan air dan daun salam.--Jika sudah mendidih masukkan tahu, beri garam, gula dan penyedap rasa.--Tunggu hingga matang dan sajikan.--"
Martabak Tahu Kulit Lumpia,12 Lembar Kulit Lumpia--4 Buah Tahu Putih--2 Batang Daun Bawang (Iris Halus)--1 Batang Daun Seledri (Iris Halus)--3 Butir Telur--1 Sdm Tepung Terigu + 2 Sdm Air (sebagai lem kulit lumpia)--Secukupnya Minyak Goreng untuk menggoreng--Bumbu Halus :--3 Buah Bawang Merah--2 Siung Bawang Putih--1/2 Bungkus Lada/ Merica Bubuk--Secukupnya Garam--Secukupnya Gula--,"Haluskan Tahu Putih, lalu campur semua bahan (kecuali kulit lumpia dan minyak), uji rasa sisihkan--Ambil 1 lembar kulit lumpia, beri 1 Sdm Adonan tahu di tengahnya, lalu lipat (seperti amplop) lipat dengan rapi, lalu beri lem disetiap sisinya. (lakukan bertahap hingga kulit dan adonan habis)--Panaskan minyak diatas wajan dengan api sedang cenderung kecil, goreng martabak hingga matang dan berubah warna, angkat dan tiriskan.--Martabak Tahu Kulit Lumpia siap dihidangkan.--Selamat mencoba guys, semoga bermanfaat 😁👌, salam Baking dari saya.--"
Tahu isi soun,15 buah tahu mateng/isi--1 bks soun--1 batang daun bawang--2 sdt royko ayam--Minyak goreng--Tepung bakwan--10 sdm tepung beras--,"Rendam soun di air hangat, iris tipis daun bawang, lalu tumis sebentar dgn minyak goreng tambah kan daun bawang, pake api kecil aja supaya soun tdk lengket di wajan. Isi tahu--Buat adonan dgn tepung krna praktis tepung bakwan jd tdk usah tmbh garam lg. Celupkan tahu isi ke dlm adonan dan goreng dlm minyak sampai kecoklatan.--"
Kikil tahu sambal,1/4 kikil--3 buah tahu putih/ tahu kuning--15 buah cabai merah--1 siung kecil bawang putih--4 siung bawang merah--5 buah cabai hijau--2 buah tomat--secukupnya Garam--secukupnya Air--Minyak untuk menggoreng--,"Rebus kikil terlebih dahulu--Blender bawang merah 3 siung, bawang putih, cabai merah dan tomat--Iris serong cabai hijau. Iris 1 siung bawang merah.--Angkat kikil, potong dan sisihkan.--Goreng tahu, angkat dan tiriskan.--Panas kan minyak, masukan bawang merah yang sudah diiris, masukkan bumbu cabai yang sudah diblender, dan masukan cabai hijau yang sudah di iris. Masak selama 3 menit, lalu masukkan kikil, tambahkan air sedikit, dan garam secukupnya. Masak lagi hingga air habis, masukkan tahu, aduk.--"
Asinan tahu melotot,"10 butir tahu putih uk kecil--1 butir telur--4 sdm terigu--bumbu halus--3 siung bawang putih--secukupnya ketumbar,merica,garam,penyedap.sesuai selera--bumbu asinan--15 butir cabai rawit--2 butir cabai merah kriting--1 sdm gula putih--1 siung bawang putih--air panas--5 buah asam--secukupnya garam--","Haluskan tahu,masukan telur,terigu,bumbu halus.uleni merata.goreng--Ulek semua bumbu kecuali asam.setelah halus masukan air panas rendaman asam.--Siram saus di atas tahu.--"
Pepes Tahu Pedas,1-2 kotak tahu--🌸Bumbu Halus :--7 buah Bawang Merah--4 buah Bawang Putih--5 buah cabe merah--15 buah cabe kecil (selera)--3 buah Kemiri--2 cm terasi--1 sdt gula merah--1/2 sdt merica bubuk--Secukupnya garam gula--🌸Pelengkap:--4 lembar daun jeruk (iris lembut)--Secukupnya daun pisang--,"Haluskan bumbu halus+ garam+ gula, lalu campur dengan irisan daun jeruk, Tes Rasa--Siapkan daun pisang, potong2 tahu + beri bumbu halus secukupnya lalu bungkus dengan daun pisang--Kukus selama kurang lebih 20 menit, Sajikan..--"
Daun Singkong Pepes Udang Tahu #praktis,"★ bumbu halus--7 siung bawang merah--5 siung bawang putih--5 cabe merah--4 cabe rawit--1 ruas jahe--1 ruas kencur--1 ruas laos--Secukupnya gula, garam, lada--★ bahan isi--60 gr daun singkong, rebus--2 kotak tahu putih, lumat--30 gr udang kecil2--2 sdt teri nasi--1 butir telor--1 batang serai, iris2--2 lembar daun jeruk, iris2--Secukupnya garam dan kaldu bubuk--Daun pisang--","Panaskan wajan, tumis sebentar udang dan teri hingga baunya keluar. Sisihkan.--Daun singkong yg sudah direbus, peras hingga tidak ada air dan potong2 agar mudah memakannya.--Panaskan daun pisang diatas api kompor hingga layu sehingga gampang untuk membungkus dan tidak robek.--Campur semua bahan jadi satu dan aduk rata. Jangan didiamkan trlalu lama karna bila telor sudah dimasukkan dan didiamkan terlalu lama akan berair--Sebelum membungkus, panaskan kukusan yg telah diberi air. Lalu Ambil daun pisang dan isi dengan adonan yg telah di aduk jadi satu. Besar kecilnya ukuran pepes tergantung selera. Lalu kukus kurleb 10-30 menit (tergantung ukuran tiap bungkus) atau sampai matang--Setelah dikukus, bakar diatas api kompor dan pepes siap disajikan.--"
"Tahu Aci ala""","10 potong Tahu kuning (potong sesuai selera)--200 gram Tepung sagu (aci)--50 gram Tepung terigu--Secukupnya daun bawang (iris)--5 siung bawang putih (ulek)--Secukupnya ketumbar bubuk--Garam (penyedap rasa)--Air mendidih (kira"" aja)--","Rebus air + bawang putih ulek--Campur semua tepung + daun bawang iris dalam baskom--Tuang air mendidih kdalam campuran tepung sedikit demi sedikit sampai adonan bisa dpulung lalu tambahkan ketahu yg sudah dptong""--Goreng hingga kuning keemasan--Sajikan hangat + sambal kecap 😂--"
Tahu sumpel/tahu isi sayuran,20 pcs tahu coklat/goreng--3 bungkus toge--2 buah wortel--Secukupnya daun bawang(potong2)--Bumbu tumis untuk isi tahu :--5 buah cabai rawit merah--3 siung bawang putih--2 siung bawang merah--Lada bubuk--Garam--Penyedap rasa--1/5 kg terigu--Minyak untuk menggoreng--Bumbu halus untuk adonan luar :--3 siung bawang putih--1 sdm ketumbar--Kunyit(jangan terlalu banyak untuk warna kuning saja di adonanya)--,"Kupas wortel lalu potong korek api.campurkan dengan toge lalu cuci bersih.--Cuci tahu peras n keluarkan isinya.--Potong cabai,bawang merah&bawang putih.--Panaskan minyak jangan terlalu banyak hanya untuk menumis tunggu panas masukan bumbu,tumis sampai harum lalu masukan toge,wortel,isi dalam tahu,garam,penyedap&lada bubuk,aduk rata,test rasa sisihkan.--Campur bumbu halus,terigu,daun bawang&air secukupnya.adonan jangan terlalu encer ya agar isiaan tahu tidak keluar2 pada saat di goreng.--Isi tahu coklat/goreng dengan sayuran yg di tumis td masukan hingga full,lakukan sampai habis.--Siapkan minyak agak banyak ya biar terendam tahunya.masukan tahu isi kedalam adonan lalu masukan ke dalan minyak panas lakukan sampai habis.--Tahu sumpel/tahu isi sayuran siap di hidangkan😉😉😉--"
Sayur nDeso (Sayur Tahu Cabe Ijo),"8 potong tahu putih, rebus lalu potong2--1 papan tempe, potong kecil2--2 papan pete, kupas--500 ml santan dari setengah butir kelapa--1 liter air--Bumbu tumis:--6 bawang putih, iris tipis--6 bawang merah, iris tipis--1 bawang bombay, iris2--10 cabe rawit, iris serong--100 gr cabe ijo, iris serong--4 lembar daun salam--Bumbu:--1 sdm garam--1 sdm gula--1/2 sachet royco--","Panaskan minyak, tumis bumbu tumisan sampai layu & wangi. Masukkan tahu, tempe & pete, aduk2 sampai tercampur rata. Masukkan air, masak sampai mendidih.--Setelah mendidih, masukkan santan dan bumbu (gula garam royco), masak sampai matang sambil diaduk2, agar santan tidak pecah.--Cicipi & koreksi rasa--Sajikan bersama ikan asin / gorengan favorit. Aku pake ikan asin layur & bakwan jagung--Bakwan jagungnya pake tepung bakwan jagung instan dari sajiku--Ikan asin layurnya : cuci bersih ikan asin, baluri dengan tepung beras, goreng sampe coklat keemasan. Renyah banget deh, kriuk2 banget--"
Tempe & Tahu Bacem,Tempe 1 papan potong 6--6 tahu putih--1/2 liter air--2 daun salam--5 sdm kecap manis--5 sdm gula merah sisir--Garam--Merica--Bumbu halus:--5 bawang merah--3 bawang putih--1/2 sdt ketumbar--secukupnya Minyak goreng--,"Panaskan panci/wajan di atas kompor, masukan bahan2 dan bumbu halus. Masak sampai bumbu meresap dan surut. Aduk perlahan.--Setelah bumbu meresap, angkat--Panaskan minyak goreng, goreng tempe & tahu bacem sampai kecoklatan--Angkat dan sajikan--"
Martabak isi tahu pedas,"20 lembar kulit lumpia(beli jadi)--1 buah tahu cina--Secukupnya daun bawang(potong2)--5 buah cabai rawit merah(potong2)--Penyedap rasa--1 butir telur(kocok,untuk merekatkan kulit lumpia)--Garam--","Siapkan wadah,Cuci tahu lalu hancurkan menggunakan garpu,masukan cabai,daun bawang,garam&penyedap.test rasa.--Siapkan kulit lumpia susun tahu yg sdh di hancurkan tadi di atasnya,lipat n rekatkan dengan telur,lakukan sampai adonan habis.--Panaskan minyak lalu goreng hingga kecoklatan lakukan sampai habis.--Martabak isi tahu pedas siap di sajikan😘😘😘--"
Tahu mahkota / tahu bihun,4 buah tahu putih besar--1 bungkus bihun jangun isi 2--4 butir telur--2 buah wortel ukuran sedang--Daun bawang dan seledri secukup nya--#Bumbu halus--1 bawang bombay--3 buah bawang putih--Lada secukup nya--Royco (bila mau)--Garam + gula secukup nya--#Bahan balutan--Terigu cair kan dengan air kira2 bisa buat celupan--Tepung panir--,"Kukus tahu -+ 15 menit, angkat tiris kan--Rendam bihun dengan air panas, sampai bihun lembut, tiris kan--Potong2,wortel, daun bawang dan seledri--Potong 2 bawang bombay dan bawang putih, tumis sampai harum--Campur semua bahan jadi satu,beri lada--Cetak2, kukus -+ 15 menit, dingin kan--Celup ke bahan pencelup, panir kan, goreng--"
Oseng Tahu Taoco,"6 bj tahu yang kcl--1/2 sdk mkn taoco--4 Cabe merah,4 cabe ijo,bs ditambh rawit jk suka pedas,--4 siung bawang merah--2 siung bawang putih--Kecap manis--","Cuci tahu lalu potong kotak2 jgn terlalu besar ya bunda,lalu goreng setengah matang.--Potong bawang merah,bawang putih.--Potong serong cabenya.--Tumis bawang merah,putih smp layu n wangi,masuk cabenya dikit dulu,aduk bentar,lalu masuk taoco.--Aduk lg lalu masuk tahu,aduk bentar,kecap manis,tmbh dikit air,lalu test rasa,klu kurang asin br tmbh garam.saya tanpa msg ya bunda.--Klu rasa udah pas,dan air jgn terlalu bnyk,jd nya nyemek gitu.klu udah pas rasanya matikan api,dah siap untuk disajikan..untuk lauk pas dengan nasi anget.yuk coba ya bunda..--"
Orak arik telur buncis,1 buah telur--10 buncis--3 bawang merah--2 bawang putih--6 cabe rawit--1 sdm kecap manis--Penyedap (garam gula atau penyedap lainnya)--,"Haluskan bawang merah, bawang putih dan cabai--Iris buncis sesuai selera--Tumis bumbu halus hingga harum--Masukan buncis hingga agak layu--Masukan penyedap--Masukan telur, lalu campur dengan buncis di orak arik hingga rata.. tunggu sebentar lalu di orak arik lagi.. supaya matangnya sempurna 👌(biar ga amis)--Masukan kecap manis--Masukan air sedikit biarkan menyusut dan meresap--Koreksi rasa--Jadi deh.. selamat menikmati 😇--"
Terik ayam tempe telor,4 sayap ayam--4 buah telor--1/2 papan tempe--Bumbu halus:--5 siung bawang merah--4 siung bawang putih--2 butir kemiri--1/2 sdm ketumbar--secukupnya Garam--Bumbu lain:--2 cm lengkuas--1 lembar daun salam--1 batang sereh--secukupnya Gula jawa--Bawang goreng--Minyak untuk menumis--1 bungkus santan kara--secukupnya Air--5 buah cabe rawit--,"Cuci sayap ayam kemudian sisihkan. Rebus telur dan kupas. Sisihkan. Potong tempe sesuai selera. Sisihkan.--Panaskan minyak langsung di dalam panci. Tumis sereh, daun salam, dan lengkuas. Setelah beberapa saat masukkan bumbu halus. Tumis sampai berbau harum. Kemudian masukkan air dan gula jawa dan cabe rawit. Jika air sudah mendidih, masukkan sayap ayam dan telor. Masukkan tempe belakangan. Tunggu beberapa saat sampai ayam empuk (karena pakai sayap ayam, jadi tidak begitu lama). Jika ayam sudah empuk masukkan santan kara. Tunggu beberapa saat. Sesuaikan rasa. Matikan api, dan taburkan bawang goreng.--Terik siap dinikmati dengan nasi hangat dan kerupun 😁--"
Telur Kornet,1/2 kaleng kornet--2-3 buah bawang prei--2 buah telur--1 sdm tepung terigu--secukupnya Cabe rawit--2 jumput Garam--1/2 sdt Merica--1/2 sdm Saus tiram--,"Campur kornet, telur, bawang prei dan cabe yg sudah di iris tipis. Tambahkan garam merica saos tiram secukupnya dan tepung terigu. Goreng 1 sdm dulu setelah matang baru cek rasa. Dirasa sudah pas. Adonan siap di goreng.😊--"
Tahu telur surabaya,1 butir telur--1 potong tahu putih goreng setengah matang--1/2 siung bawang putih goreng--1 sdm petis udang--3 sdm kacang tanah goreng--secukupnya Gula merah--secukupnya Air--Kucai secukupnya / seledri--secukupnya Bawang goreng--secukupnya Garam--Kecap manis--4 buah cabai rawit goreng--Tauge--Acar--,"Uleg kacang, cabai, bawang putih, gula merah, petis. Tambahkan air matang. Aduk rata. Sisihkan--Potong tahu kecil-kecil. Sisihkan--Kocok telur dan garam. Masukkan tahu ke telur. Goreng--Campur telur goreng dan tauge dengan saus kacang. Aduk rata.--Pindah ke piring, beri kecap manis secukupnya, taburi bawang goreng dan kucai/seledri. Tambahkan acar--"
Telur ceplok masak kecap,4 butir telur--4 siung bwng merah--2 siung bwng putih--1 buah tomat--4 buah cabe merah besar--secukupnya Kecap bango--,"Ceplok telur lalu sisihkan--Iris tipis dua bwng,cabe dan tomat--Panaskan minyak tumis bmbu sampai harum--Tambahkan kecapmasukan telur tambahkan air sampai bmbu meresap--Angkat dan sajikan dengn nasi panas--"
Sambal telur ayam,1/2 kg telur--6 cabe merah besar--10 cabe rawit--Sejumput lada--Garam--Gula putih--Kecap manis--3 bawang putih--6 bawang merah--,"Rebus telur lalu kupas dan goreng--Rebus cabe merah, rawit, bawang putih, bawang merah, tomat--Lalu haluskan lada garam, dan bumbu yg di rebus tadi--Tumis bumbu sampai harum masukkan penyedab rasa dan gula, aduk rata. Masukkan air matang sedikit lalu masukkan kecap manis sesuai selera dan telur. Tunggu sampai air menyusut. Icip rasa--Sajikan--"
Telur Dadar Padang,"3 btr telur ayam(lebih enak pakai telur bebek)--4 sdm kelapa parut,sangrai(asli : 3 sdm)--2 sdm tepung beras,larutkan dengan sedikit air--1/2 lbr daun kunyit,buang tulangnya,iris halus(skip)--2 btg daun bawang,iris halus--Secukupnya garam dan kaldu bubuk(optional)--Bumbu halus :--3 bh cabe merah,giling/iris halus(aku tambah 5 bh cabe rawit)--5 btr bawang merah--3 siung bawang putih--1/2 ruas kunyit--1 sdt kari bubuk(aku pakai Baba's)--1 sdt ketumbar bubuk--1/2 sdt lada bubuk--","Kocok telur sebentar saja,jika kelamaan telurnya kempes saat didadar.--Masukkan bumbu halus,aduk rata.--Tambahkan bahan lainnya,beri garam dan kaldu bubuk,tes rasa.--Panaskan wajan datar anti lengket dengan api besar,beri minyak goreng secukupnya.--Setelah minyak panas,tuang kocokan telur,kecilkan api,tutup wajan.--Jika sudah kokoh,balik telur dan masak sisi lainnya hingga matang.--Angkat dan tiriskan.--Sajikan saat masih hangat dengan nasi panas..lamakk banaa..ngga perlu sambel lagi..karna ini udah pedess..😰😰--"
